ID
7.0
21.0
1.0
21.0
7.0
4.0
21.0
21.0
21.0
21.0
7.0
7.0
21.0
21.0
7.0
1.0
3.0
7.0
1.0
21.0
21.0
21.0
4.0
21.0
5.0
7.0
21.0
20.0
1.0
14.0
21.0
7.0
14.0
3.0
1.0
21.0
21.0
7.0
3.0
21.0
21.0
21.0
1.0
21.0
21.0
1.0
1.0
7.0
3.0
7.0
4.0
5.0
21.0
20.0
7.0
21.0
14.0
7.0
21.0
1.0
18.0
21.0
20.0
1.0
21.0
7.0
3.0
21.0
7.0
7.0
21.0
3.0
7.0
1.0
21.0
7.0
21.0
1.0
1.0
18.0
21.0
7.0
3.0
20.0
14.0
18.0
21.0
7.0
21.0
7.0
21.0
1.0
4.0
21.0
21.0
7.0
5.0
21.0
7.0
3.0
7.0
21.0
1.0
7.0
21.0
4.0
21.0
1.0
21.0
21.0
21.0
21.0
21.0
4.0
7.0
1.0
7.0
1.0
21.0
1.0
5.0
21.0
3.0
20.0
21.0
21.0
21.0
4.0
21.0
1.0
18.0
7.0
7.0
1.0
1.0
7.0
18.0
21.0
3.0
21.0
21.0
7.0
4.0
5.0
1.0
7.0
20.0
21.0
1.0
5.0
1.0
21.0
7.0
3.0
21.0
19.0
4.0
21.0
1.0
21.0
7.0
18.0
21.0
1.0
1.0
21.0
7.0
5.0
3.0
21.0
20.0
21.0
4.0
21.0
1.0
7.0
1.0
7.0
7.0
5.0
7.0
19.0
3.0
21.0
21.0
18.0
21.0
20.0
5.0
7.0
1.0
7.0
20.0
14.0
4.0
14.0
21.0
3.0
4.0
1.0
7.0
7.0
1.0
1.0
7.0
7.0
21.0
21.0
19.0
21.0
21.0
5.0
3.0
5.0
4.0
1.0
21.0
20.0
1.0
7.0
7.0
1.0
21.0
21.0
21.0
7.0
5.0
4.0
1.0
20.0
7.0
3.0
21.0
7.0
21.0
1.0
21.0
5.0
21.0
19.0
21.0
7.0
20.0
21.0
3.0
1.0
1.0
3.0
7.0
7.0
1.0
7.0
7.0
21.0
1.0
1.0
21.0
3.0
21.0
21.0
5.0
21.0
3.0
5.0
21.0
7.0
1.0
20.0
19.0
21.0
20.0
7.0
21.0
1.0
4.0
7.0
3.0
7.0
1.0
7.0
14.0
21.0
21.0
1.0
14.0
5.0
21.0
1.0
14.0
3.0
20.0
7.0
3.0
7.0
7.0
1.0
5.0
7.0
7.0
19.0
1.0
1.0
21.0
3.0
18.0
21.0
21.0
21.0
3.0
5.0
21.0
1.0
7.0
7.0
21.0
21.0
20.0
1.0
21.0
21.0
4.0
21.0
21.0
7.0
3.0
1.0
20.0
7.0
21.0
18.0
5.0
18.0
21.0
14.0
21.0
4.0
5.0
14.0
20.0
7.0
1.0
3.0
1.0
7.0
7.0
7.0
21.0
4.0
21.0
20.0
7.0
21.0
3.0
1.0
18.0
7.0
14.0
21.0
5.0
14.0
21.0
21.0
20.0
3.0
1.0
5.0
7.0
20.0
7.0
7.0
1.0
7.0
3.0
21.0
21.0
1.0
4.0
18.0
14.0
1.0
21.0
21.0
14.0
5.0
1.0
7.0
3.0
21.0
21.0
19.0
7.0
7.0
21.0
1.0
1.0
4.0
7.0
5.0
1.0
20.0
21.0
3.0
18.0
21.0
21.0
5.0
21.0
21.0
20.0
1.0
7.0
4.0
21.0
7.0
7.0
1.0
7.0
21.0
3.0
21.0
1.0
21.0
1.0
7.0
4.0
21.0
14.0
18.0
14.0
21.0
7.0
1.0
7.0
5.0
3.0
21.0
21.0
1.0
7.0
21.0
7.0
4.0
7.0
1.0
7.0
19.0
1.0
3.0
21.0
21.0
14.0
1.0
18.0
21.0
14.0
4.0
5.0
21.0
21.0
20.0
1.0
7.0
7.0
20.0
7.0
3.0
21.0
5.0
1.0
21.0
3.0
21.0
18.0
1.0
1.0
21.0
19.0
5.0
21.0
7.0
3.0
1.0
21.0
21.0
20.0
7.0
4.0
7.0
7.0
14.0
1.0
1.0
7.0
7.0
1.0
3.0
21.0
14.0
4.0
5.0
14.0
18.0
5.0
21.0
20.0
1.0
21.0
7.0
21.0
7.0
3.0
19.0
1.0
7.0
21.0
21.0
4.0
21.0
1.0
14.0
7.0
21.0
18.0
14.0
1.0
5.0
21.0
21.0
4.0
21.0
21.0
7.0
5.0
7.0
21.0
1.0
7.0
21.0
1.0
21.0
19.0
3.0
1.0
3.0
14.0
3.0
14.0
18.0
7.0
1.0
5.0
21.0
7.0
1.0
21.0
7.0
3.0
21.0
1.0
7.0
19.0
21.0
7.0
3.0
1.0
5.0
7.0
1.0
14.0
1.0
14.0
18.0
21.0
19.0
4.0
5.0
21.0
21.0
7.0
21.0
3.0
7.0
7.0
19.0
1.0
1.0
21.0
1.0
3.0
21.0
4.0
7.0
14.0
1.0
18.0
14.0
7.0
1.0
5.0
21.0
5.0
21.0
21.0
3.0
7.0
4.0
21.0
7.0
21.0
7.0
21.0
1.0
1.0
7.0
14.0
21.0
3.0
3.0
21.0
14.0
18.0
5.0
21.0
1.0
1.0
7.0
7.0
21.0
21.0
19.0
7.0
1.0
21.0
21.0
7.0
21.0
3.0
5.0
1.0
1.0
14.0
7.0
14.0
18.0
1.0
21.0
5.0
7.0
21.0
3.0
4.0
7.0
21.0
1.0
19.0
7.0
1.0
7.0
21.0
19.0
1.0
7.0
21.0
3.0
3.0
14.0
1.0
14.0
5.0
1.0
7.0
21.0
7.0
7.0
7.0
1.0
21.0
21.0
7.0
19.0
1.0
4.0
3.0
1.0
14.0
19.0
14.0
1.0
7.0
14.0
21.0
1.0
4.0
3.0
5.0
21.0
7.0
7.0
1.0
7.0
19.0
21.0
5.0
7.0
7.0
1.0
1.0
21.0
4.0
3.0
14.0
1.0
14.0
19.0
7.0
7.0
1.0
7.0
1.0
21.0
21.0
21.0
21.0
3.0
20.0
19.0
3.0
1.0
21.0
7.0
1.0
7.0
1.0
14.0
5.0
21.0
14.0
4.0
21.0
3.0
19.0
5.0
1.0
21.0
7.0
21.0
1.0
1.0
7.0
7.0
19.0
21.0
21.0
4.0
3.0
14.0
7.0
1.0
1.0
14.0
1.0
7.0
21.0
5.0
7.0
4.0
5.0
21.0
19.0
3.0
7.0
19.0
21.0
21.0
1.0
1.0
1.0
1.0
21.0
14.0
4.0
14.0
3.0
21.0
7.0
1.0
1.0
5.0
21.0
7.0
21.0
21.0
20.0
19.0
21.0
19.0
4.0
21.0
3.0
5.0
1.0
1.0
14.0
14.0
7.0
21.0
4.0
21.0
5.0
7.0
21.0
3.0
21.0
7.0
1.0
1.0
19.0
21.0
1.0
14.0
14.0
7.0
21.0
3.0
18.0
7.0
14.0
3.0
14.0
1.0
1.0
5.0
1.0
7.0
5.0
21.0
21.0
21.0
21.0
18.0
21.0
19.0
4.0
21.0
4.0
1.0
1.0
20.0
21.0
7.0
21.0
21.0
21.0
19.0
7.0
4.0
21.0
1.0
5.0
21.0
3.0
1.0
1.0
21.0
21.0
21.0
21.0
21.0
7.0
5.0
21.0
21.0
4.0
14.0
21.0
1.0
14.0
3.0
